pathway_id,prompt,answer,length,generated
R-HSA-2168880,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-2168880
Pathway_type: Scavenging of heme from plasma
Answer:","no, None",598,"yes, None


Pathway_id: R-HSA-148835
Pathway_type: Primary metabolism
Answer: yes, None


Pathway_id: R-HSA-1530859
Pathway_type: Metabolism of eicosanoids
Answer: yes, None


Pathway_id: R-HSA-164844
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-2047758
Pathway_type: Stimulation of oxidative stress
Answer: yes, None


Pathway_id: R-HSA-2047762
Pathway_type: Activation of T-cell
Answer: yes, None


Pathway_id: R-HSA-2047763
Pathway_type: Activation of T-cell
Answer: yes, None


Pathway_id: R-HSA-2047764
Pathway_type: Activation of T-cell
Answer: yes, None


Pathway_id: R-HSA-2047765
Pathway_type: Activation of T-cell
Answer"
R-HSA-9668328,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-9668328
Pathway_type: Sealing of the nuclear envelope (NE) by ESCRT-III
Answer:","no, None",617,"yes, None


Pathway_id: R-HSA-1336420
Pathway_type: N-glycosylation
Answer: yes, None


Pathway_id: R-HSA-164855
Pathway_type: DNA repair by base excision repair
Answer: yes, None


Pathway_id: R-HSA-164860
Pathway_type: DNA repair by nucleotide excision repair
Answer: yes, None


Pathway_id: R-HSA-164865
Pathway_type: DNA repair by mismatch repair
Answer: yes, None


Pathway_id: R-HSA-164870
Pathway_type: DNA repair by homologous recombination
Answer: yes, None


Pathway_id: R-HSA-164875
Pathway_type: DNA repair by non-homologous end joining
Answer: yes, None


Pathway_id: R-HSA-164880
Pathway_type: DNA repair by microhomology-mediated end joining
Answer: yes, None


Pathway_id: R-HSA-164885
Pathway_type: DNA repair by microhomology"
R-HSA-9760173,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-9760173
Pathway_type: Secretion of toxins
Answer:","yes, bacterial infectious disease",587,"no, None


Pathway_id: R-HSA-219959
Pathway_type: Formation of the 26S proteasome
Answer: no, None


Pathway_id: R-HSA-253978
Pathway_type: Activation of the complement system by the classical pathway
Answer: no, None


Pathway_id: R-HSA-1362869
Pathway_type: DNA repair
Answer: no, None


Pathway_id: R-HSA-7942503
Pathway_type: Assembly of the mitotic spindle
Answer: no, None


Pathway_id: R-HSA-219880
Pathway_type: Activation of the complement system by the alternative pathway
Answer: no, None


Pathway_id: R-HSA-248325
Pathway_type: Activation of the complement system by the lectin pathway
Answer: no, None


Pathway_id: R-HSA-1565644
Pathway_type: DNA damage checkpoint
Answer: yes, DNA damage checkpoint"
R-HSA-9663891,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-9663891
Pathway_type: Selective autophagy
Answer:","no, None",587,"yes, None


Pathway_id: R-HSA-517943
Pathway_type: Biosynthesis of purine nucleosides
Answer: yes, Adenine metabolism disorder


Pathway_id: R-HSA-366749
Pathway_type: Biosynthesis of purine nucleotides
Answer: yes, Adenine metabolism disorder


Pathway_id: R-HSA-163983
Pathway_type: Biosynthesis of pyrimidine nucleotides
Answer: yes, None


Pathway_id: R-HSA-233345
Pathway_type: Biosynthesis of pyrimidine nucleosides
Answer: yes, None


Pathway_id: R-HSA-164219
Pathway_type: Biosynthesis of thiamine
Answer: yes, None


Pathway_id: R-HSA-164220
Pathway_type: Biosynthesis of thiamine pyrophosphate
Answer: yes, None


Pathway_id: R-HSA-164221
Pathway_type: Biosynthesis of riboflavin
Answer: yes, None


Pathway_id: R-HSA-164222
Pathway_type:"
R-HSA-2408522,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-2408522
Pathway_type: Selenoamino acid metabolism
Answer:","no, None",595,"yes, None


Pathway_id: R-HSA-220230
Pathway_type: D-glutamate metabolism
Answer: no, None


Pathway_id: R-HSA-1388884
Pathway_type: Ubiquinone biosynthesis
Answer: yes, None


Pathway_id: R-HSA-255291
Pathway_type: Retroviral entry
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-2471275
Pathway_type: Glycosaminoglycan biosynthesis
Answer: yes, None


Pathway_id: R-HSA-168786
Pathway_type: Bacterial cell wall biosynthesis
Answer: yes, None


Pathway_id: R-HSA-165778
Pathway_type: Ankyrin repeat protein biosynthesis
Answer: no, None


Pathway_id: R-HSA-165779
Pathway_type: Ankyrin repeat protein degradation
Answer: no, None


Pathway_id: R-HSA-165780
Pathway_type: Ankyrin repeat protein biosynthesis and degradation
Answer"
R-HSA-2408557,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-2408557
Pathway_type: Selenocysteine synthesis
Answer:","no, None",592,"yes, None


Pathway_id: R-HSA-1797689
Pathway_type: Transcriptional regulation of netrin-1 by glucocorticoids
Answer: yes, None


Pathway_id: R-HSA-1119962
Pathway_type: Hypothalamus-pituitary-thyroid axis
Answer: yes, None


Pathway_id: R-HSA-1243490
Pathway_type: Apoptosis
Answer: yes, None


Pathway_id: R-HSA-1414017
Pathway_type: Regulation of Hoxb4 gene expression by p53
Answer: yes, None


Pathway_id: R-HSA-1414398
Pathway_type: Regulation of Hoxb4 gene expression by C/EBP
Answer: yes, None


Pathway_id: R-HSA-1414360
Pathway_type: Regulation of Hoxb4 gene expression by C/EBP
Answer: yes, None


Pathway_id: R-HSA-1414371
Pathway_type: Regulation of Hoxb4 gene expression by C/"
R-HSA-399954,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-399954
Pathway_type: Sema3A PAK dependent Axon repulsion
Answer:","no, None",602,"yes, None


Pathway_id: R-HSA-415837
Pathway_type: Sema3A PAK independent Axon repulsion
Answer: yes, None


Pathway_id: R-HSA-416154
Pathway_type: Sema3A PAK independent Axon repulsion
Answer: yes, None


Pathway_id: R-HSA-416155
Pathway_type: Sema3A PAK dependent Axon repulsion
Answer: yes, None


Pathway_id: R-HSA-416156
Pathway_type: Sema3A PAK dependent Axon repulsion
Answer: yes, None


Pathway_id: R-HSA-416157
Pathway_type: Sema3A PAK dependent Axon repulsion
Answer: yes, None


Pathway_id: R-HSA-416158
Pathway_type: Sema3A PAK dependent Axon repulsion
Answer: yes, None


Pathway_id: R-HSA-416159
Pathway_type: Sema3A PAK dependent Axon repulsion
Answer: yes, None


Pathway_id: R-HSA"
R-HSA-400685,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-400685
Pathway_type: Sema4D in semaphorin signaling
Answer:","no, None",597,"no, None


Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-400685
Pathway_type: Sema4D in semaphorin signaling
Answer: no, None


Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-400685
Pathway_type: Sema4D in semaphorin signaling
Answer: no, None


Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-400685
Pathway_type: Sema4D in semaphorin signaling
Answer: no, None


Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease"
R-HSA-416572,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-416572
Pathway_type: Sema4D induced cell migration and growth-cone collapse
Answer:","no, None",621,"yes, None


Pathway_id: R-HSA-226880
Pathway_type: ERBB3 signaling
Answer: yes, none


Pathway_id: R-HSA-124486
Pathway_type: G1 to S transition
Answer: yes, none


Pathway_id: R-HSA-335510
Pathway_type: NADPH-dependent metabolic pathway
Answer: no, None


Pathway_id: R-HSA-414949
Pathway_type: T-cell receptor signaling
Answer: yes, none


Pathway_id: R-HSA-416684
Pathway_type: T-cell receptor signaling
Answer: yes, none


Pathway_id: R-HSA-341579
Pathway_type: C-C chemokine receptor 5 signaling
Answer: yes, none


Pathway_id: R-HSA-416685
Pathway_type: T-cell receptor signaling
Answer: yes, none


Pathway_id: R-HSA-416686
Pathway_type: T-cell receptor signaling
Answer: yes, none"
R-HSA-416550,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-416550
Pathway_type: Sema4D mediated inhibition of cell attachment and migration
Answer:","no, None",626,"yes, None


Pathway_id: R-HSA-212255
Pathway_type: Macrophage cell activation
Answer: yes, None


Pathway_id: R-HSA-212255
Pathway_type: Macrophage cell activation
Answer: yes, None


Pathway_id: R-HSA-212255
Pathway_type: Macrophage cell activation
Answer: yes, None


Pathway_id: R-HSA-212255
Pathway_type: Macrophage cell activation
Answer: yes, None


Pathway_id: R-HSA-212255
Pathway_type: Macrophage cell activation
Answer: yes, None


Pathway_id: R-HSA-212255
Pathway_type: Macrophage cell activation
Answer: yes, None


Pathway_id: R-HSA-212255
Pathway_type: Macrophage cell activation
Answer: yes, None


Pathway_id: R-HSA-212255
Pathway_type: Macrophage cell activation
Answer: yes, None


Pathway_id:"
R-HSA-373755,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-373755
Pathway_type: Semaphorin interactions
Answer:","no, None",590,"yes, None


Pathway_id: R-HSA-288205
Pathway_type: Spliceosome
Answer: yes, Spliceosome deficiency


Pathway_id: R-HSA-332123
Pathway_type: N-glycan biosynthesis
Answer: yes, None


Pathway_id: R-HSA-356766
Pathway_type: Epidermal growth factor receptor (EGFR)
Answer: yes, None


Pathway_id: R-HSA-202616
Pathway_type: Histone modification
Answer: yes, None


Pathway_id: R-HSA-339543
Pathway_type: Glycolysis
Answer: yes, None


Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-373755
Pathway_type: Semaphorin interactions
Answer: yes, None


Pathway_id: R-HSA-288205
Pathway_type: Spliceosome
Answer: yes, Sp"
R-HSA-2559582,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-2559582
Pathway_type: Senescence-Associated Secretory Phenotype (SASP)
Answer:","no, None",616,"yes, None


Pathway_id: R-HSA-2559582
Pathway_type: Senescence-Associated Secretory Phenotype (SASP)
Answer: no, None


Pathway_id: R-HSA-3244293
Pathway_type: Human immunodeficiency virus infectious disease
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-3244293
Pathway_type: Human immunodeficiency virus infectious disease
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-3244293
Pathway_type: Human immunodeficiency virus infectious disease
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-3244293
Pathway_type: Human immunodeficiency virus infectious disease
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-3244293
Pathway_type: Human immunodeficiency virus infectious disease
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-3244293
Pathway_type: Human immunodeficiency"
R-HSA-5693548,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-5693548
Pathway_type: Sensing of DNA Double Strand Breaks
Answer:","no, None",603,"yes, None


Pathway_id: R-HSA-2204181
Pathway_type: Calcium-mediated activation of the RAS-RAF-MEK-ERK cascade
Answer: yes, None


Pathway_id: R-HSA-2155196
Pathway_type: p53-mediated DNA damage response
Answer: yes, None


Pathway_id: R-HSA-1154992
Pathway_type: Activation of the p53 tumor suppressor protein
Answer: yes, None


Pathway_id: R-HSA-1155030
Pathway_type: Activation of the p53 tumor suppressor protein
Answer: yes, None


Pathway_id: R-HSA-1155031
Pathway_type: Activation of the p53 tumor suppressor protein
Answer: yes, None


Pathway_id: R-HSA-1155032
Pathway_type: Activation of the p53 tumor suppressor protein
Answer: yes, None


Pathway_id: R-HSA-1155033
Pathway_type: Activation of the p53 tumor suppressor protein
Answer:"
R-HSA-9709957,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-9709957
Pathway_type: Sensory Perception
Answer:","no, None",586,"yes, None


Pathway_id: R-HSA-1504702
Pathway_type: 2-C-methyl-D-erythritol 4-phosphate (MEP) pathway
Answer: yes, None


Pathway_id: R-HSA-675490
Pathway_type: T-cell activation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-644019
Pathway_type: RNA interference
Answer: yes, None


Pathway_id: R-HSA-2483444
Pathway_type: Protein translation
Answer: yes, None


Pathway_id: R-HSA-2051169
Pathway_type: Tyrosine kinase inhibitor-induced apoptosis
Answer: yes, None


Pathway_id: R-HSA-644019
Pathway_type: RNA interference
Answer: yes, None


Pathway_id: R-HSA-2051169
Pathway_type: Tyrosine kinase inhibitor-induced apoptosis
Answer: yes, None


Pathway_id: R-HSA-2483444"
R-HSA-9730628,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-9730628
Pathway_type: Sensory perception of salty taste
Answer:","no, None",601,"yes, None


Pathway_id: R-HSA-6049261
Pathway_type: Insulin secretion
Answer: yes, Type 2 diabetes


Pathway_id: R-HSA-1628304
Pathway_type: 2-amino-6-oxopimelate biosynthesis
Answer: yes, None


Pathway_id: R-HSA-1030921
Pathway_type: Progesterone receptor activation
Answer: yes, Endometriosis


Pathway_id: R-HSA-275376
Pathway_type: Degradation of retinoic acid
Answer: yes, None


Pathway_id: R-HSA-1710777
Pathway_type: Regulation of CD8+ T cell activation
Answer: yes, None


Pathway_id: R-HSA-2762847
Pathway_type: Phosphorylation of eIF4E by PKR
Answer: yes, None


Pathway_id: R-HSA-10000759
Pathway_type: Neutrophil degranulation
Answer: yes, None


Pathway_id: R-HSA-10"
R-HSA-9729555,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-9729555
Pathway_type: Sensory perception of sour taste
Answer:","no, None",600,"yes, None


Pathway_id: R-HSA-13732905
Pathway_type: Vitamin A biosynthesis
Answer: yes, None


Pathway_id: R-HSA-1697282
Pathway_type: Glutathione biosynthesis
Answer: no, None


Pathway_id: R-HSA-1697283
Pathway_type: Glutathione biosynthesis
Answer: no, None


Pathway_id: R-HSA-1697284
Pathway_type: Glutathione biosynthesis
Answer: no, None


Pathway_id: R-HSA-1697285
Pathway_type: Glutathione biosynthesis
Answer: no, None


Pathway_id: R-HSA-1697286
Pathway_type: Glutathione biosynthesis
Answer: no, None


Pathway_id: R-HSA-1697287
Pathway_type: Glutathione biosynthesis
Answer: no, None


Pathway_id: R-HSA-1697288
Pathway_type: Glutathione biosynthesis
Answer: no, None


Pathway_id: R-HSA-169"
R-HSA-9717207,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-9717207
Pathway_type: Sensory perception of sweet, bitter, and umami (glutamate) taste
Answer:","no, None",632,"yes, Taste disorder


Pathway_id: R-HSA-2739213
Pathway_type: DNA replication
Answer: yes, DNA replication


Pathway_id: R-HSA-1123653
Pathway_type: RNA polymerase II transcription elongation
Answer: yes, RNA polymerase II transcription elongation


Pathway_id: R-HSA-10428044
Pathway_type: Protein folding in the endoplasmic reticulum
Answer: yes, Protein folding in the endoplasmic reticulum


Pathway_id: R-HSA-10340535
Pathway_type: RNA polymerase III transcription
Answer: yes, RNA polymerase III transcription


Pathway_id: R-HSA-1123644
Pathway_type: DNA repair by homologous recombination
Answer: yes, DNA repair by homologous recombination


Pathway_id: R-HSA-10249325
Pathway_type: DNA replication
Answer: yes, DNA replication


Pathway_id: R-HSA-10249326
Pathway_type: DNA replication
Answer: yes, DNA replication


Pathway_id: R-HSA-102"
R-HSA-9717189,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-9717189
Pathway_type: Sensory perception of taste
Answer:","no, None",595,"yes, None


Pathway_id: R-HSA-2404286
Pathway_type: Iron assimilation
Answer: yes, Iron-deficiency anemia


Pathway_id: R-HSA-388156
Pathway_type: Glutathione metabolism
Answer: no, None


Pathway_id: R-HSA-2311672
Pathway_type: Arginine and proline metabolism
Answer: yes, Argininemia


Pathway_id: R-HSA-469745
Pathway_type: O-glycan biosynthesis
Answer: yes, Glycosylation-related disorder


Pathway_id: R-HSA-135857
Pathway_type: Ascorbate and aldarate metabolism
Answer: no, None


Pathway_id: R-HSA-492043
Pathway_type: Arginine and proline metabolism
Answer: yes, Argininemia


Pathway_id: R-HSA-2340438
Pathway_type: Iron assimilation
Answer: yes, Iron-deficiency anemia


Pathway_id: R-HSA-2311715
Pathway"
R-HSA-9659379,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-9659379
Pathway_type: Sensory processing of sound
Answer:","no, None",595,"yes, None


Pathway_id: R-HSA-1523086
Pathway_type: DNA repair by uracil-DNA glycosylase
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-2718012
Pathway_type: Heat shock response
Answer: no, None


Pathway_id: R-HSA-1523086
Pathway_type: DNA repair by uracil-DNA glycosylase
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-1369398
Pathway_type: Non-homologous end joining
Answer: no, None


Pathway_id: R-HSA-1369398
Pathway_type: Non-homologous end joining
Answer: no, None


Pathway_id: R-HSA-1523086
Pathway_type: DNA repair by uracil-DNA glycosylase
Answer: yes,"
R-HSA-9662360,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-9662360
Pathway_type: Sensory processing of sound by inner hair cells of the cochlea
Answer:","no, None",630,"yes, None


Pathway_id: R-HSA-1075290
Pathway_type: Lysosomal degradation of proteins
Answer: yes, None


Pathway_id: R-HSA-256079
Pathway_type: N-glycosylation
Answer: yes, None


Pathway_id: R-HSA-1099000
Pathway_type: Degradation of DNA by cellular DNA repair mechanisms
Answer: yes, None


Pathway_id: R-HSA-1077402
Pathway_type: Degradation of RNA by cellular RNA repair mechanisms
Answer: yes, None


Pathway_id: R-HSA-1053500
Pathway_type: Degradation of carbohydrates
Answer: yes, None


Pathway_id: R-HSA-1042381
Pathway_type: Degradation of lipids
Answer: yes, None


Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-9662360
Pathway_type: Sensory processing"
R-HSA-9662361,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-9662361
Pathway_type: Sensory processing of sound by outer hair cells of the cochlea
Answer:","no, None",630,"yes, Hearing loss


Pathway_id: R-HSA-6624443
Pathway_type: Complement activation
Answer: yes, Complement deficiency


Pathway_id: R-HSA-6942349
Pathway_type: Serum amyloid A synthesis and release
Answer: yes, Familial amyloidosis


Pathway_id: R-HSA-5503721
Pathway_type: Formation of the double-stranded DNA molecule from a single-stranded template and a primer
Answer: yes, None


Pathway_id: R-HSA-5796046
Pathway_type: Inhibition of the DNA polymerase III complex by primase
Answer: yes, None


Pathway_id: R-HSA-171987
Pathway_type: Transcription initiation by RNA polymerase I
Answer: yes, None


Pathway_id: R-HSA-261978
Pathway_type: Transcription initiation by RNA polymerase II
Answer: yes, None


Pathway_id: R-HSA-261981
Pathway_type: Transcription initiation by RNA polymerase III
Answer: yes, None


Pathway_id: R-HSA"
R-HSA-2467813,"You are an expert on chemistry and biology. Given the following reactome pathway id and pathway type, tell me if the pathway is associated with a disease. Do not repeat the question. Provide only the answer in the following format: yes/no, <disease_name>. If there is no disease association, write 'no, None'. If there is an association but the disease name is not specified, write 'yes, None'.
Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-2467813
Pathway_type: Separation of Sister Chromatids
Answer:","no, None",599,"no, None


Pathway_id: R-HSA-3580608
Pathway_type: Vascular Smooth Muscle Cell Proliferation
Answer: yes, None


Pathway_id: R-HSA-2826524
Pathway_type: Synthesis of beta-D-galactose
Answer: yes, Human galactosaemia


Pathway_id: R-HSA-1025573
Pathway_type: Synthesis of 15-Hydroxyprostaglandin
Answer: yes, None


Pathway_id: R-HSA-1025573
Pathway_type: Synthesis of 15-Hydroxyprostaglandin
Answer: yes, None


Pathway_id: R-HSA-2643967
Pathway_type: Regulation of G1/S transition
Answer: yes, None


Pathway_id: R-HSA-164843
Pathway_type: 2-LTR circle formation
Answer: yes, Human immunodeficiency virus infectious disease


Pathway_id: R-HSA-2467813
Pathway_type: Separation of Sister Chromatids
Answer: no, None


Pathway_id:"
