real answer,generated answer,source,annotation group,index,bx reaction score,kc reaction score,ds reaction score,reaction id,gn reaction score
"Ca2+ [cytosol] (ChEBI: 29108), K+ [cytosol] (ChEBI: 29103), Na+ [cytosol] (ChEBI: 29101)","5HT [extracellular region] (ChEBI: 350546), HTR3B [plasma membrane] (UniProt: O95264), HTR3A [plasma membrane] (UniProt: P46098), HTR3C [plasma membrane] (UniProt: Q8WXA8), HTR3D [plasma membrane] (UniProt: Q70Z44), HTR3E [plasma membrane] (UniProt: A5X5Y0)

Enzyme: N/A
Reactants: K+ [extracellular region] (ChEBI: 29103), K+ [intracellular region] (ChEBI: 29104)
Products: K+ [extracellular region] (ChEBI: 29103), K+ [intracellular region] (ChEBI: 29104)

Enzyme: N/A
Reactants: Na+ [extracellular region] (ChEBI: 29101), Na+ [intracellular region] (ChEBI: 29102)
Products: Na+",gemma,2,90,,,0.6666666666666666,R-HSA-975311,0.6666666666666666
"UDP-GlcA [endoplasmic reticulum lumen] (ChEBI: 58052), UDP-GlcNAc [endoplasmic reticulum lumen] (ChEBI: 57705)","3-phospho-beta-D-GlcA [cytosol] (ChEBI: 58055), UDP-N-acetyl-alpha-D-GlcNAc [cytosol] (ChEBI: 57706)

Enzyme: N/A
Reactants: NADP+ [mitochondrial matrix] (ChEBI: 16000), NADPH [mitochondrial matrix] (ChEBI: 50934)
Products: NADP+ [mitochondrial matrix] (ChEBI: 16000), NADPH [mitochondrial matrix] (ChEBI: 50934)

Enzyme: N/A
Reactants: ADP [mitochondrial matrix] (ChEBI: 456216), AMP [mitochondrial matrix] (ChEBI: 456215)
Products: ATP [mitochondrial matrix] (ChEBI: 15422), IMP [mitochondrial matrix] (ChEBI: 16762)

Enzyme: N/A
Reactants: NAD",gemma,2,91,,,0.5,R-HSA-174368,0.5
"RIPK1(1-324) [cytosol] (UniProt: Q13546), TRADD:TRAF2:RIPK1(325-671):FADD:p43/p41CASP8:p43 FLIP(L) [cytosol] (complex of CASP8(1-374) [cytosol] (UniProt: Q14790), TRAF2 [cytosol] (UniProt: Q12933), TRADD [cytosol] (UniProt: Q15628), RIPK1(325-671) [cytosol] (UniProt: Q13546), FADD [cytosol] (UniProt: Q13158))","2x TRADD:TRAF2:RIPK1:FADD:p43/p41CASP8:p43 FLIP(L) [plasma membrane] (complex of CASP8(1-374) [cytosol] (UniProt: Q14790), TRAF2 [cytosol] (UniProt: Q12933), TRADD [cytosol] (UniProt: Q15628), RIPK1 [cytosol] (UniProt: Q13546), FADD [cytosol] (UniProt: Q13158))

Enzyme: N/A
Reactants: 2x TRADD:TRAF2:RIPK1:FADD:p43/p41CASP8:p43 FLIP(L) [plasma membrane] (complex of CASP8(1-374) [cytosol] (UniProt: Q14790), TRAF2 [cytosol] (UniProt: Q12933), TRADD [cytosol] (UniProt: Q1562",gemma,2,92,,,1.0,R-HSA-9697750,1.0
"GDP [cytosol] (ChEBI: 58189), GGC-RAB1:GTP [transport vesicle membrane], GDIs,CHMs [cytosol] (complex of CHM [cytosol] (UniProt: P24386), CHML [cytosol] (UniProt: P26374), GDI1 [cytosol] (UniProt: P31150), GDI2 [cytosol] (UniProt: P50395))","1) GGC-RAB1:GDP:GDI1 [cytosol] (complex of CHM [cytosol] (UniProt: P24386), CHML [cytosol] (UniProt: P26374), GDI1 [cytosol] (UniProt: P31150), GDI2 [cytosol] (UniProt: P50395)) 2) TRAPPC8 [cytosol] (UniProt: Q9Y2L5)

Enzyme: N/A
Reactants: ADP [cytosol] (ChEBI: 456216), F1F0-ATPase [cytosol] (complex of F1-ATPase [cytosol] (UniProt: P68378), F0-ATPase [cytosol] (UniProt: P68380))
Products: ATP [cytosol] (ChEBI: 15422)

Enzyme: N/A
Reactants: GTP [cytosol] (ChEBI: 37565), RhoA [cy",gemma,2,93,,,1.0,R-HSA-8877475,1.0
DLL1 [plasma membrane] (UniProt: O00548),"2334-07-4 [nucleoplasm] (ChEBI: 106729)

Enzyme: N/A
Reactants: 2334-07-4 [nucleoplasm] (ChEBI: 106729)
Products: 2334-07-4 [mitochondrial matrix] (ChEBI: 106729)

Enzyme: N/A
Reactants: 2334-07-4 [mitochondrial matrix] (ChEBI: 106729)
Products: 2334-07-4 [nucleoplasm] (ChEBI: 106729)

Enzyme: N/A
Reactants: 2334-07-4 [nucleoplasm] (ChEBI: 106729)
Products: 2334-07-4 [mitochondrial matrix] (ChEBI: 106729)

Enzyme: N/A
Reactants: 2334-07-",gemma,2,94,,,0.0,R-HSA-9825275,0.0
"M:TBK1, IKBKE [Golgi membrane] (complex of M [Golgi membrane] (UniProt: P59596), IKBKE [cytosol] (UniProt: Q14164), TBK1 [cytosol] (UniProt: Q9UHD2), SIKE1 [cytosol] (UniProt: Q9BRV8))","14-3-3 protein [Golgi membrane] (UniProt: P11718), N/A

Enzyme: N/A
Reactants: 14-3-3 protein [Golgi membrane] (UniProt: P11718), MAPKAPK2 [cytosol] (UniProt: Q8IWS6)
Products: MAPKAPK2 [Golgi membrane] (UniProt: Q8IWS6), N/A

Enzyme: N/A
Reactants: MAPKAPK2 [Golgi membrane] (UniProt: Q8IWS6), N/A
Products: MAPKAPK2 [Golgi membrane] (UniProt: Q8IWS6), N/A

Enzyme: N/A
Reactants: MAPKAPK2 [Golgi membrane] (UniProt: Q8IWS6), N/A
Products: MAPKAPK2 [Golgi membrane] (UniProt: Q8IWS6), N/A

Enzyme: N/A
Reactants: MAPKAPK2 [Golgi membrane] (UniProt: Q8IWS6), N/A
Products: MAPKAPK",gemma,2,95,,,0.0,R-HSA-9710988,0.0
"5beta-cholestan-3alpha,7alpha,26-triol [mitochondrial matrix] (ChEBI: 28540), H2O [mitochondrial matrix] (ChEBI: 15377), NADP+ [mitochondrial matrix] (ChEBI: 58349)","24,25-dihydroxyvitamin D3 [mitochondrial matrix] (ChEBI: 41326), NADP+ [mitochondrial matrix] (ChEBI: 57784), H2O [mitochondrial matrix] (ChEBI: 15380)

Enzyme: N/A
Reactants: L-serine [mitochondrial matrix] (ChEBI: 22292), NADP+ [mitochondrial matrix] (ChEBI: 57784), H+ [mitochondrial matrix] (ChEBI: 15378), O2 [mitochondrial matrix] (ChEBI: 15379)
Products: 3-phosphoglycerate [mitochondrial matrix] (ChEBI: 17222), NADPH [mitochondrial matrix] (ChEBI: 57783), H2O [mitochondrial matrix] (ChEBI: 15380)

Enzyme: N/A
Reactants: N-acetyl-L-serine [mitochondrial matrix]",gemma,2,96,,,0.6666666666666666,R-HSA-193393,0.6666666666666666
"7S(8)-epoxy-17(R)-HDHA [cytosol] (ChEBI: 138613), NADPH [cytosol] (ChEBI: 57783)","7(S)-Hp-17(S)-HDHA [cytosol] (ChEBI: 138603), NADPH [cytosol] (ChEBI: 58350)

Enzyme: [N/A]
Reactants: 2-hydroxy-1-dodecanoyl-CoA [mitochondrial matrix] (ChEBI: 34369), NADH [mitochondrial matrix] (ChEBI: 34564)
Products: 2-hydroxy-1-dodecanoyl-CoA [mitochondrial matrix] (ChEBI: 34369), NADH [mitochondrial matrix] (ChEBI: 34564)

Enzyme: [N/A]
Reactants: 2-hydroxy-1-dodecanoyl-CoA [mitochondrial matrix] (ChEBI: 34369), NADH [mitochondrial matrix] (ChEBI: 34564)
Products: 2-hydroxy-1-dodecanoyl-CoA [mitochondrial matrix] (ChEBI",gemma,2,97,,,1.0,R-HSA-9020256,1.0
"p-Y349,350-SHC1:Phosphorylated ERBB2 heterodimers [plasma membrane] (complex of p-Y349,Y350-SHC1 [cytosol] (UniProt: P29353)), ADP [cytosol] (ChEBI: 456216)","2-Phospho-ADP [cytosol] (ChEBI: 35073), SHC1:Phosphorylated ERBB2 heterodimers [plasma membrane] (complex of SHC1 [cytosol] (UniProt: P29353))

Enzyme: N/A
Reactants: ATP [cytosol] (ChEBI: 30616), NADP [cytosol] (ChEBI: 18067), NADP [cytosol] (ChEBI: 18067), NADP [cytosol] (ChEBI: 18067)
Products: ADP [cytosol] (ChEBI: 456216), NADPH [cytosol] (ChEBI: 32431), NADPH [cytosol] (ChEBI: 32431), NADPH [cytosol] (ChEBI: 32431)

Enzyme: N/A
Reactants: ATP [cytosol] (ChEBI: 30616), NADP",gemma,2,98,,,0.8333333333333335,R-HSA-1250195,0.8
"fMet-tRNA(fMet) [mitochondrial matrix], THF [mitochondrial matrix] (ChEBI: 57453)","5-methyl-tRNA(Met) [mitochondrial matrix], 5-formyl-THF [mitochondrial matrix] (ChEBI: 47885)

Enzyme: N/A
Reactants: ADP [mitochondrial matrix], P-i [mitochondrial matrix] (ChEBI: 22836)
Products: ATP [mitochondrial matrix]

Enzyme: N/A
Reactants: ATP [mitochondrial matrix], P-i [mitochondrial matrix] (ChEBI: 22836)
Products: ADP [mitochondrial matrix], P-i [mitochondrial matrix] (ChEBI: 22836)

Enzyme: N/A
Reactants: FAD [mitochondrial matrix] (ChEBI: 18197), H2O [mitochondrial matrix]
Products: FADH2 [mitochondrial matrix] (ChEBI: 21332), NAD+ [mitochondrial matrix] (ChEBI: 21358)

Enzyme: N/A
Reactants: H2O [mitochond",gemma,2,99,,,1.0,R-HSA-5389841,1.0
PTF1A [nucleoplasm] (UniProt: Q7RTS3),"Enzyme: N/A
Reactants: PTF1A gene [nucleoplasm] (ENSEMBL: ENSG00000168267)
Products: PTF1A mRNA [nucleoplasm] (ENSEMBL: ENST00000304494), PTF1A protein [cytoplasm] (UniProt: Q6ZN17)",claude,1,100,1.0,1.0,,R-HSA-210788,
"Ub [cytosol] (complex of RPS27A(1-76) [cytosol] (UniProt: P62979), UBA52(1-76) [cytosol] (UniProt: P62987), UBB(1-76) [cytosol] (UniProt: P0CG47), UBC(1-76) [cytosol] (UniProt: P0CG48))","Enzyme: 26S proteasome [cytosol]
Reactants: PolyUb-PTEN, K48polyUb-K289-PTEN, PolyUb-K324,K344,K349-RibC-E40,E150,D326-PTEN [cytosol]
Products: Peptide fragments [cytosol], Free ubiquitin [cytosol]",claude,1,101,0.0,1.0,,R-HSA-8850992,
"PAP [Golgi lumen] (ChEBI: 58343), OSulf-6Y-FVIII precursor [Golgi lumen] (UniProt: P00451)","Enzyme: TPST1,2 [Golgi membrane] (complex of TPST1 [Golgi membrane] (UniProt: O60507), TPST2 [Golgi membrane] (UniProt: O60704))
Reactants: PAPS [Golgi lumen] (ChEBI: 58339), Factor VIII precursor [Golgi lumen] (UniProt: P00451)
Products: Tyrosine-sulfated Factor VIII precursor [Golgi lumen] (UniProt: P00451), 3'-phosphoadenosine-5'-phosphosulfate [Golgi lumen] (ChEBI: 58339)",claude,1,102,0.0,0.5,,R-HSA-9668023,
p-S216-CDC25C [cytosol] (UniProt: P30307),"Enzyme: N/A
Reactants: p-S216-CDC25C [nucleoplasm] (UniProt: P30307)
Products: Hyperphosphorylated-p-S216-CDC25C [nucleoplasm] (UniProt: P30307)",claude,1,103,1.0,1.0,,R-HSA-9029987,
"Fatty Acid anion ""head-out"" [mitochondrial inner membrane] (ChEBI: 28868), UCP dimer [mitochondrial inner membrane] (complex of UCP1 [mitochondrial inner membrane] (UniProt: P25874), UCP2 [mitochondrial inner membrane] (UniProt: P55851), UCP3 [mitochondrial inner membrane] (UniProt: P55916), SLC25A27 [mitochondrial inner membrane] (UniProt: O95847), SLC25A14 [mitochondrial inner membrane] (UniProt: O95258))","Enzyme: N/A
Reactants: GTP [mitochondrial matrix] (ChEBI: 37565), AMP [mitochondrial matrix] (ChEBI: 456215)
Products: GDP [mitochondrial matrix] (ChEBI: 58189), ADP [mitochondrial matrix] (ChEBI: 456216)

Enzyme: N/A
Reactants: FA anion:UCP dimer ""head-out"" complex [mitochondrial inner membrane] (complex of Fatty Acid anion ""head-out"" [mitochondrial inner membrane] (ChEBI: 28868), UCP1 [mitochondrial inner membrane] (UniProt: P25874), UCP2 [mitochondrial inner membrane] (UniProt: P55851), UCP3 [mitochondrial inner membrane] (UniProt: P55916), SLC25A27 [mitochondrial inner membrane] (UniProt: O95847), SLC25A14 [mitochondrial inner membrane] (UniProt: O95258))
Products: FA anion ""inside"" [mitochondrial inner membrane] (ChEBI: 28868), UCP dimer ""head-in"" complex [mitochondrial inner membrane]",claude,1,104,1.0,1.0,,R-HSA-166387,
"K63-pUb-TRAF6:TICAM1:TRAM:TLR4:LY96:LPS:CD14 [endosome membrane] (complex of K63polyUb-TRAF6 [cytosol] (UniProt: Q9Y4K3), LPS [endosome lumen] (ChEBI: 16412), GPIN-CD14(20-345) [endosome membrane] (UniProt: P08571), LY96 [endosome membrane] (UniProt: Q9Y6Y9), TLR4 [endosome membrane] (UniProt: O00206), MyrG-p-S16-TICAM2 [endosome membrane] (UniProt: Q86XR7), TICAM1 [cytosol] (UniProt: Q8IUC6))","Enzyme: N/A
Reactants: GTP [mitochondrial matrix] (ChEBI: 37565), AMP [mitochondrial matrix] (ChEBI: 456215)
Products: GDP [mitochondrial matrix] (ChEBI: 58189), ADP [mitochondrial matrix] (ChEBI: 456216)

Enzyme: N/A
Reactants: TRAF6:TICAM1:TRAM:TLR4:LY96:LPS:CD14 [endosome membrane] (complex of TRAF6 [cytosol] (UniProt: Q9Y4K3), LPS [endosome lumen] (ChEBI: 16412), GPIN-CD14(20-345) [endosome membrane] (UniProt: P08571), LY96 [endosome membrane] (UniProt: Q9Y6Y9), TLR4 [endosome membrane] (UniProt: O00206), MyrG-p-S16-TICAM2 [endosome membrane] (UniProt: Q86XR7), TICAM1 [cytosol] (UniProt: Q8IUC6)), Ub [cytosol] (complex of RPS27A(1-76) [cytosol] (UniProt: P62979), UBA52(1-76) [cytosol] (UniProt: P62987), UBB(1-76) [cytosol] (UniProt: P0CG47), UBC(1-76) [cytosol] (UniProt: P0CG48))
Products: K48-linked polyubiquitinated TRAF6 [cytosol] (UniProt: Q9Y4K3)",claude,1,105,0.857,0.857,,R-HSA-936952,
"GNAT1-GTP:PDE6 [photoreceptor disc membrane] (complex of GTP [cytosol] (ChEBI: 37565), N-(C12:0)-GNAT1 [photoreceptor disc membrane] (UniProt: P11488), PDE6A(2-860) [photoreceptor disc membrane] (UniProt: P16499), PDE6B(1-851) [photoreceptor disc membrane] (UniProt: P35913), PDE6G [photoreceptor disc membrane] (UniProt: P18545))","Enzyme: N/A
Reactants: PDE6 [photoreceptor disc membrane] (complex of PDE6A(2-860) [photoreceptor disc membrane] (UniProt: P16499), PDE6B(1-851) [photoreceptor disc membrane] (UniProt: P35913), PDE6G [photoreceptor disc membrane] (UniProt: P18545)), GNAT1-GTP [photoreceptor disc membrane] (complex of GTP [cytosol] (ChEBI: 37565), N-(C12:0)-GNAT1 [photoreceptor disc membrane] (UniProt: P11488))
Products:
- GNAT1-GDP [photoreceptor disc membrane] (ChEBI: 58189)
- Inorganic phosphate [photoreceptor disc membrane] (ChEBI: 43474)
- Cyclic GMP hydrolysis products [photoreceptor disc membrane]",claude,1,106,1.0,1.0,,R-HSA-74065,
"VTN:Collagen type I,IV,VI [extracellular region] (complex of VTN [extracellular region] (UniProt: P04004))","Enzyme: N/A
Reactants: VTN [extracellular region] (UniProt: P04004), Collagen type I,IV,VI [extracellular region]
Products: VTN-Collagen complex [extracellular region] (ChEBI: N/A)",claude,1,107,1.0,1.0,,R-HSA-2465883,
"UDP [cytosol] (ChEBI: 58223), 2-OH-ATVL [cytosol] (ChEBI: 180932), GlcA [cytosol] (ChEBI: 15748), H+ [cytosol] (ChEBI: 15378)","Enzyme: UGT1A3 [endoplasmic reticulum membrane] (UniProt: P35503)
Reactants: 2-OH-ATV [cytosol], UDP-GlcA [cytosol] (ChEBI: 58052)
Products: 2-OH-ATV-glucuronide [cytosol], UDP [cytosol] (ChEBI: 17659)",claude,1,108,0.25,0.25,,R-HSA-9756134,
"SOX9:NR5A1:SOX9 gene [nucleoplasm] (complex of NR5A1 [nucleoplasm] (UniProt: Q13285), SOX9 [nucleoplasm] (UniProt: P48436), SOX9 gene [nucleoplasm] (ENSEMBL: ENSG00000125398))","Enzyme: N/A
Reactants: SOX9 [nucleoplasm] (UniProt: P48436), SRY:NR5A1:SOX9 gene [nucleoplasm] (complex of NR5A1 [nucleoplasm] (UniProt: Q13285), SOX9 gene [nucleoplasm] (ENSEMBL: ENSG00000125398), SRY [nucleoplasm] (UniProt: Q05066))
Products: SOX9 gene transcription product [nucleoplasm] (ENSEMBL: ENSG00000125398)",claude,1,109,0.667,0.333,,R-HSA-9690395,
SERPINE1 [extracellular region] (UniProt: P05121),"Enzyme: N/A
Reactants: GTP [mitochondrial matrix] (ChEBI: 37565), AMP [mitochondrial matrix] (ChEBI: 456215)
Products: GDP [mitochondrial matrix] (ChEBI: 58189), ADP [mitochondrial matrix] (ChEBI: 456216)

Enzyme: N/A
Reactants: SERPINE1 gene [nucleoplasm] (ENSEMBL: ENSG00000106366)
Products: SERPINE1 mRNA [nucleoplasm] (ENSEMBL: ENSG00000106366)",claude,2,110,,,1.0,R-HSA-2106586,1.0
STAT5A [nucleoplasm] (UniProt: P42229),"Enzyme: N/A
Reactants: GTP [mitochondrial matrix] (ChEBI: 37565), AMP [mitochondrial matrix] (ChEBI: 456215)
Products: GDP [mitochondrial matrix] (ChEBI: 58189), ADP [mitochondrial matrix] (ChEBI: 456216)

Enzyme: N/A
Reactants: STAT5A gene [nucleoplasm] (ENSEMBL: ENSG00000126561)
Products: STAT5A mRNA [nucleoplasm] (ENSEMBL: ENSG00000126561)",claude,2,111,,,1.0,R-HSA-9701903,1.0
"HSF1 trimer:target gene [nucleoplasm] (complex of COL4A6 gene [nucleoplasm] (ENSEMBL: ENSG00000197565), CRYBA4 gene [nucleoplasm] (ENSEMBL: ENSG00000196431), DEDD2 gene [nucleoplasm] (ENSEMBL: ENSG00000160570), DNAJB1 gene [nucleoplasm] (ENSEMBL: ENSG00000132002), DNAJB6 gene [nucleoplasm] (ENSEMBL: ENSG00000105993), FKBP4 gene [nucleoplasm] (ENSEMBL: ENSG00000004478), GML gene [nucleoplasm] (ENSEMBL: ENSG00000104499), HSBP1 gene [nucleoplasm] (ENSEMBL: ENSG00000106211), HSBP2 gene [nucleoplasm] (ENSEMBL: ENSG00000262852), HSBP2 gene [nucleoplasm] (ENSEMBL: ENSG00000170276), HSPA1A gene [nucleoplasm] (ENSEMBL: ENSG00000237724), HSPA1A gene [nucleoplasm] (ENSEMBL: ENSG00000235941), HSPA1A gene [nucleoplasm] (ENSEMBL: ENSG00000234475), HSPA1A gene [nucleoplasm] (ENSEMBL: ENSG00000204389), HSPA1A gene [nucleoplasm] (ENSEMBL: ENSG00000215328), HSPA1B gene [nucleoplasm] (ENSEMBL: ENSG00000204388), HSPA1B gene [nucleoplasm] (ENSEMBL: ENSG00000212866), HSPA1B gene [nucleoplasm] (ENSEMBL: ENSG00000224501), HSPA1B gene [nucleoplasm] (ENSEMBL: ENSG00000232804), HSPA1B gene [nucleoplasm] (ENSEMBL: ENSG00000231555), HSPA6 gene [nucleoplasm] (ENSEMBL: ENSG00000173110), HSPH1 gene [nucleoplasm] (ENSEMBL: ENSG00000120694), MRPL18 gene [nucleoplasm] (ENSEMBL: ENSG00000112110), RLN1 gene [nucleoplasm] (ENSEMBL: ENSG00000107018), SERPINH1 gene [nucleoplasm] (ENSEMBL: ENSG00000149257), TNFRSF21 gene [nucleoplasm] (ENSEMBL: ENSG00000146072), UBB gene [nucleoplasm] (ENSEMBL: ENSG00000170315), HSPA1L gene [nucleoplasm] (ENSEMBL: ENSG00000236251), HSPA1L gene [nucleoplasm] (ENSEMBL: ENSG00000234258), HSPA1L gene [nucleoplasm] (ENSEMBL: ENSG00000206383), HSPA1L gene [nucleoplasm] (ENSEMBL: ENSG00000226704), hC36,103-HSF1 [nucleoplasm] (UniProt: Q00613))","Enzyme: N/A
Reactants: GTP [mitochondrial matrix] (ChEBI: 37565), AMP [mitochondrial matrix] (ChEBI: 456215)
Products: GDP [mitochondrial matrix] (ChEBI: 58189), ADP [mitochondrial matrix] (ChEBI: 456216)

Enzyme: N/A
Reactants: HSF1 target gene [nucleoplasm] (complex of multiple genes), HSF1 trimer [nucleoplasm]
Products: Upregulated heat shock protein genes (mRNA), Activated stress response transcripts",claude,2,112,,,0.0,R-HSA-4793819,0.0
ARC [cytosol] (UniProt: Q7LC44),"Enzyme: N/A
Reactants: GTP [mitochondrial matrix] (ChEBI: 37565), AMP [mitochondrial matrix] (ChEBI: 456215)
Products: GDP [mitochondrial matrix] (ChEBI: 58189), ADP [mitochondrial matrix] (ChEBI: 456216)

Enzyme: N/A
Reactants: ARC gene [nucleoplasm] (ENSEMBL: ENSG00000198576)
Products: ARC mRNA [nucleoplasm] (ENSEMBL: ENSG00000198576), ARC protein [cytoplasm] (UniProt: Q16143)",claude,2,113,,,1.0,R-HSA-9031624,1.0
"KLK12:SPINK6 [extracellular region] (complex of KLK12 [extracellular region] (UniProt: Q9UKR0), SPINK6 [extracellular region] (UniProt: Q6UWN8))","Enzyme: N/A
Reactants: KLK12 [extracellular region] (UniProt: Q9UKR0), SPINK6 [extracellular region] (UniProt: Q6UWN8)
Products: Inhibited KLK12 protease complex [extracellular region]",claude,2,114,,,1.0,R-HSA-8850786,1.0
"CCNE:CDK2 [nucleoplasm] (complex of CDK2 [nucleoplasm] (UniProt: P24941)), Pi [nucleoplasm] (ChEBI: 43474)","Enzyme: CDC25A [nucleoplasm] (UniProt: P30304)
Reactants: Cyclin E:p-CDK2 [nucleoplasm] (complex of CCNE1 [nucleoplasm] (UniProt: P24864), CCNE2 [nucleoplasm] (UniProt: O96020), p-CDK2 [nucleoplasm] (UniProt: P24941)), H2O [nucleoplasm] (ChEBI: 15377)
Products: Cyclin E:CDK2 [nucleoplasm] (complex of CCNE1 [nucleoplasm], CCNE2 [nucleoplasm], CDK2 [nucleoplasm]), H+ [nucleoplasm] (ChEBI: 15378)",claude,2,115,,,0.5,R-HSA-69199,0.25
"5beta-cholestan-7alpha-ol-3-one [cytosol] (ChEBI: 2290), NADP+ [cytosol] (ChEBI: 58349)","Enzyme: AKR1D1 [cytosol] (UniProt: P51857)
Reactants: 4CHOL7aOLONE [endoplasmic reticulum membrane] (ChEBI: 17899), NADPH [cytosol] (ChEBI: 57783), H+ [cytosol] (ChEBI: 15378)
Products: 7ALPHA-HYDROXYCHOLESTEROL [endoplasmic reticulum membrane] (ChEBI: 17422), NADP+ [cytosol] (ChEBI: 44409)",claude,2,116,,,0.5,R-HSA-192033,0.5
AMP [cytosol] (ChEBI: 456215),"Enzyme: PDE3B [cytosol] (UniProt: Q13370)
Reactants: cAMP [cytosol] (ChEBI: 58165), H2O [cytosol] (ChEBI: 15377)
Products: 5'-AMP [cytosol] (ChEBI: 456215)",claude,2,117,,,1.0,R-HSA-9705507,1.0
"cholate [peroxisomal matrix] (ChEBI: 29747), CoA-SH [peroxisomal matrix] (ChEBI: 57287)","Enzyme: ACOT8 [peroxisomal matrix] (UniProt: O14734)
Reactants: H2O [peroxisomal matrix] (ChEBI: 15377), choloyl-CoA [peroxisomal matrix] (ChEBI: 57373)
Products: Cholic acid [peroxisomal matrix] (ChEBI: 16089), Coenzyme A [peroxisomal matrix] (ChEBI: 57287)",claude,2,118,,,1.0,R-HSA-193385,1.0
"1-acyl LPE [endoplasmic reticulum membrane] (ChEBI: 29017), LCFA(-) [endoplasmic reticulum membrane] (ChEBI: 57560)","Enzyme: PLA2(3) [endoplasmic reticulum membrane] (complex of PNPLA8 [endoplasmic reticulum membrane] (UniProt: Q9NP80), PLA2G2A [endoplasmic reticulum membrane] (UniProt: P14555), Ca2+ [endoplasmic reticulum membrane] (ChEBI: 29108))
Reactants: PE [endoplasmic reticulum membrane] (ChEBI: 57613), H2O [cytosol] (ChEBI: 15377)
Products: Lyso-PE [endoplasmic reticulum membrane] (ChEBI: 83094), Fatty acid [cytosol] (ChEBI: 35366)",claude,2,119,,,0.5,R-HSA-1482887,0.5
"PPP1R3C:phosphoglycogen-GYG1:GYS1-a tetramer [cytosol] (complex of GYS1 [cytosol] (UniProt: P13807), Mg2+ [cytosol] (ChEBI: 18420), PPP1R3C [cytosol] (UniProt: Q9UQK1), polysaccharide-P-GYG1 [cytosol] (UniProt: P46976)), UMP [cytosol] (ChEBI: 57865), H+ [cytosol] (ChEBI: 15378)","1-phospho-D-myo-inositol 1,4,5-trisphosphate [cytosol] (ChEBI: 18235), glycogen-GYG1 [cytosol] (UniProt: P46976), PPP1R3C [cytosol] (UniProt: Q9UQK1)), UDP-Glc [cytosol] (ChEBI: 58885)

Enzyme: PPP1R3C:glycogen-GYG1:GYS1-a tetramer [cytosol] (complex of GYS1 [cytosol",llama,1,120,0.16666666666666666,0.16666666666666666,,R-HSA-3781024,
"ADP [cytosol] (ChEBI: 456216), p-S207,T211-MAP2K6 [cytosol] (UniProt: P52564)","2 ATP [cytosol] (ChEBI: 30616), MAP2K6 [cytosol] (UniProt: P52564) phosphorylated at Thr-292 (UniProt: P52564)

Enzyme: N/A
Reactants: ATP [cytosol] (ChEBI: 30616), MAP2K7 [cytosol] (UniProt: P52564)
Products: 2 ATP [cytosol] (ChEBI: 30616), MAP2K7 [cytosol] (UniProt: P52564) phosphorylated at",llama,1,121,0.5,0.5,,R-HSA-727819,
"caspase-1 tetramer:O-glycosyl 3a [plasma membrane] (complex of CASP1(317-404) [cytosol] (UniProt: P29466), O-glycosyl 3a [plasma membrane] (UniProt: P59632))","3a [plasma membrane] (UniProt: P59632), 3a [plasma membrane] (UniProt: P59632)

Enzyme: N/A
Reactants: 3a [plasma membrane] (UniProt: P59632), 3a [plasma membrane] (UniProt: P59632)
Products: 3a [plasma membrane] (UniProt: P59632), 3a [plasma membrane] (UniProt: P59632)

Enzyme: N/A
Reactants: 3a [plasma membrane] (UniProt",llama,1,122,0.5,0.5,,R-HSA-9731057,
"IFT B* [cilium] (complex of HSPB11 [cilium] (UniProt: Q9Y547), IFT172 [cilium] (UniProt: Q9UG01), IFT27 [cilium] (UniProt: Q9BW83), IFT46 [cilium] (UniProt: Q9NQC8), IFT52 [cilium] (UniProt: Q9Y366), IFT57 [cilium] (UniProt: Q9NWB7), IFT74 [cilium] (UniProt: Q96LB3), IFT80 [cilium] (UniProt: Q9P2H3), IFT81 [cilium] (UniProt: Q8WYA0), IFT88 [cilium] (UniProt: Q13099), RABL5 [cilium] (UniProt: Q9H7X7), TRAF3IP1 [cilium] (UniProt: Q8TDR0), CLUAP [cilium] (UniProt: Q96AJ1), TTC26 [cilium] (UniProt: A0AVF1))","2 IFT27 [cilium] (UniProt: Q9BW83), 2 IFT46 [cilium] (UniProt: Q9NQC8), 2 IFT52 [cilium] (UniProt: Q9Y366), 2 IFT57 [cilium] (UniProt: Q9NWB7), 2 IFT74 [cilium] (UniProt: Q96LB3), 2 IFT80 [cilium] (UniProt: Q9P2H3), 2 IFT88 [cilium] (UniProt: Q13099),",llama,1,123,0.5,0.5,,R-HSA-5617820,
ERBB4s80 [cytosol],"4-Phosphopantothenate [plasma membrane] (ChEBI: 456216)

Enzyme: N/A
Reactants: ATP [mitochondrial matrix] (ChEBI: 15422), ADP [mitochondrial matrix] (ChEBI: 16761)
Products: ATP [mitochondrial matrix] (ChEBI: 15422), ADP [mitochondrial matrix] (ChEBI: 16761)

Enzyme: N/A
Reactants: ATP [mitochondrial matrix] (ChEBI: 15422), ADP",llama,1,124,0.0,0.0,,R-HSA-1251997,
