reaction_id,prompt,answer,generated
R-HSA-8851538,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: NTPDase8:Ca2+,Mg2+ [plasma membrane] (complex of ENTPD8 [plasma membrane] (UniProt: Q5MY95), Ca2+ [extracellular region] (ChEBI: 29108), Mg2+ [extracellular region] (ChEBI: 18420))
Reactants: H2O [extracellular region] (ChEBI: 15377), ATP,GTP,ITP,CTP,TTP,UTP [extracellular region] (complex of ATP [extracellular region] (ChEBI: 30616), GTP [extracellular region] (ChEBI: 37565), ITP [extracellular region] (ChEBI: 61402), CTP [extracellular region] (ChEBI: 37563), TTP [extracellular region] (ChEBI: 37568), UTP [extracellular region] (ChEBI: 46398))
Products: ","Pi [extracellular region] (ChEBI: 43474), ADP,GDP,IDP,CDP,TDP,UDP [extracellular region] (complex of ADP [extracellular region] (ChEBI: 456216), GDP [extracellular region] (ChEBI: 58189), IDP [extracellular region] (ChEBI: 58280), CDP [extracellular region] (ChEBI: 58069), TDP [extracellular region] (ChEBI: 58369), UDP [extracellular region] (ChEBI: 58223)), H+ [extracellular region] (ChEBI: 15378)",
R-HSA-8854604,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: GGC-RAB4A:GTP [cytoplasmic vesicle membrane] (complex of GGC-RAB4A [cytoplasmic vesicle membrane] (UniProt: P20338), GTP [cytoplasmic vesicle membrane] (ChEBI: 15996))
Reactants: GGC-RAB4A:GTP [cytoplasmic vesicle membrane] (complex of GGC-RAB4A [cytoplasmic vesicle membrane] (UniProt: P20338), GTP [cytoplasmic vesicle membrane] (ChEBI: 15996)), H2O [cytosol] (ChEBI: 15377)
Products: ","GGC-RAB4A:GDP [cytoplasmic vesicle membrane] (complex of GGC-RAB4A [cytoplasmic vesicle membrane] (UniProt: P20338), GDP [cytoplasmic vesicle membrane] (ChEBI: 17552)), Pi [cytosol] (ChEBI: 43474)",
R-HSA-8875902,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: SLC45A3 [plasma membrane] (UniProt: Q96JT2)
Reactants: Glc [extracellular region] (ChEBI: 4167)
Products: ",Glc [cytosol] (ChEBI: 4167),
R-HSA-8940388,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: GPLD1 [extracellular region] (UniProt: P80108)
Reactants: GPI-anchored proteins [plasma membrane] (complex of GPI-ART3 [plasma membrane] (UniProt: Q13508), GPI-ART4 [plasma membrane] (UniProt: Q93070), GPI-CD109 [plasma membrane] (UniProt: Q6YHK3), GPI-CD52 [plasma membrane] (UniProt: P31358), GPI-CEACAM7 [plasma membrane] (UniProt: Q14002), GPI-CNTN3 [plasma membrane] (UniProt: Q9P232), GPI-CNTN4 [plasma membrane] (UniProt: Q8IWV2), GPI-CNTN5 [plasma membrane] (UniProt: O94779), GPI-CPM [plasma membrane] (UniProt: P14384), GPI-FCGR3B [plasma membrane] (UniProt: O75015), GPI-FOLR2 [plasma membrane] (UniProt: P14207), GPI-GP2 [plasma membrane] (UniProt: P55259), GPI-GPIHBP1 [plasma membrane] (UniProt: Q8IV16), GPI-IZUMO1R [plasma membrane] (UniProt: A6ND01), GPI-LSAMP [plasma membrane] (UniProt: Q13449), GPI-LY6D [plasma membrane] (UniProt: Q14210), GPI-LY6E [plasma membrane] (UniProt: Q16553), GPI-LY6G6C [plasma membrane] (UniProt: O95867), GPI-LY6H [plasma membrane] (UniProt: O94772), GPI-LY6K [plasma membrane] (UniProt: Q17RY6), GPI-LYPD1 [plasma membrane] (UniProt: Q8N2G4), GPI-LYPD2 [plasma membrane] (UniProt: Q6UXB3), GPI-LYPD3 [plasma membrane] (UniProt: O95274), GPI-LYPD4 [plasma membrane] (UniProt: Q6UWN0), GPI-LYPD5 [plasma membrane] (UniProt: Q6UWN5), GPI-LYPD6B [plasma membrane] (UniProt: Q8NI32), GPI-LYPD8 [plasma membrane] (UniProt: Q6UX82), GPI-MDGA1 [plasma membrane] (UniProt: Q8NFP4), GPI-MDGA2(26-931) [plasma membrane] (UniProt: Q7Z553), GPI-MELTF [plasma membrane] (UniProt: P08582), GPI-MSLN [plasma membrane] (UniProt: Q13421), GPI-NEGR1 [plasma membrane] (UniProt: Q7Z3B1), GPI-NRN1 [plasma membrane] (UniProt: Q9NPD7), GPI-NRN1L [plasma membrane] (UniProt: Q496H8), GPI-NTM [plasma membrane] (UniProt: Q9P121), GPI-NTNG1 [plasma membrane] (UniProt: Q9Y2I2), GPI-NTNG2 [plasma membrane] (UniProt: Q96CW9), GPI-OPCML [plasma membrane] (UniProt: Q14982), GPI-OTOA [plasma membrane] (UniProt: Q7RTW8), GPI-PLET1 [plasma membrane] (UniProt: Q6UQ28), GPI-PRND [plasma membrane] (UniProt: Q9UKY0), GPI-PRSS21 [plasma membrane] (UniProt: Q9Y6M0), GPI-PRSS41 [plasma membrane] (UniProt: Q7RTY9), GPI-PSCA [plasma membrane] (UniProt: O43653), GPI-RAET1G [plasma membrane] (UniProt: Q6H3X3), GPI-RAET1L [plasma membrane] (UniProt: Q5VY80), GPI-RECK [plasma membrane] (UniProt: O95980), GPI-RTN4RL1 [plasma membrane] (UniProt: Q86UN2), GPI-RTN4RL2 [plasma membrane] (UniProt: Q86UN3), GPI-SPACA4 [plasma membrane] (UniProt: Q8TDM5), GPI-SPRN [plasma membrane] (UniProt: Q5BIV9), GPI-TECTA [plasma membrane] (UniProt: O75443), GPI-TECTB [plasma membrane] (UniProt: Q96PL2), GPI-TEX101 [plasma membrane] (UniProt: Q9BY14), GPI-THY1 [plasma membrane] (UniProt: P04216), GPI-ULBP2 [plasma membrane] (UniProt: Q9BZM5), GPI-VNN1 [plasma membrane] (UniProt: O95497), GPI-VNN2 [plasma membrane] (UniProt: O95498), GPI-ALPI [plasma membrane] (UniProt: P09923), GPI-ALPL [plasma membrane] (UniProt: P05186), GPI-ALPPL2 [plasma membrane] (UniProt: P10696), GPI-BST1 [plasma membrane] (UniProt: Q10588), GPI-CEACAM5 [plasma membrane] (UniProt: P06731), GPI-LY6G6D [plasma membrane] (UniProt: O95868), GPI-XPNPEP2 [plasma membrane] (UniProt: O43895)), H2O [extracellular region] (ChEBI: 15377)
Products: ","proteins with cleaved GPI-anchors [extracellular region] (complex of cleaved GPI-ART3 [extracellular region] (UniProt: Q13508), cleaved GPI-ART4 [extracellular region] (UniProt: Q93070), cleaved GPI-CD109 [extracellular region] (UniProt: Q6YHK3), cleaved GPI-CD52 [extracellular region] (UniProt: P31358), cleaved GPI-CEACAM7 [extracellular region] (UniProt: Q14002), cleaved GPI-CNTN3 [extracellular region] (UniProt: Q9P232), cleaved GPI-CNTN4 [extracellular region] (UniProt: Q8IWV2), cleaved GPI-CNTN5 [extracellular region] (UniProt: O94779), cleaved GPI-CPM [extracellular region] (UniProt: P14384), cleaved GPI-FCGR3B [extracellular region] (UniProt: O75015), cleaved GPI-FOLR2 [extracellular region] (UniProt: P14207), cleaved GPI-GP2 [extracellular region] (UniProt: P55259), cleaved GPI-GPIHBP1 [extracellular region] (UniProt: Q8IV16), cleaved GPI-IZUMO1R [extracellular region] (UniProt: A6ND01), cleaved GPI-LSAMP [extracellular region] (UniProt: Q13449), cleaved GPI-LY6D [extracellular region] (UniProt: Q14210), cleaved GPI-LY6E [extracellular region] (UniProt: Q16553), cleaved GPI-LY6G6C [extracellular region] (UniProt: O95867), cleaved GPI-LY6H [extracellular region] (UniProt: O94772), cleaved GPI-LY6K [extracellular region] (UniProt: Q17RY6), cleaved GPI-LYPD1 [extracellular region] (UniProt: Q8N2G4), cleaved GPI-LYPD2 [extracellular region] (UniProt: Q6UXB3), cleaved GPI-LYPD3 [extracellular region] (UniProt: O95274), cleaved GPI-LYPD4 [extracellular region] (UniProt: Q6UWN0), cleaved GPI-LYPD5 [extracellular region] (UniProt: Q6UWN5), cleaved GPI-LYPD6B [extracellular region] (UniProt: Q8NI32), cleaved GPI-LYPD8 [extracellular region] (UniProt: Q6UX82), cleaved GPI-MDGA1 [extracellular region] (UniProt: Q8NFP4), cleaved GPI-MDGA2(21-956) [extracellular region] (UniProt: Q7Z553), cleaved GPI-MELTF [extracellular region] (UniProt: P08582), cleaved GPI-MSLN [extracellular region] (UniProt: Q13421), cleaved GPI-NEGR1 [extracellular region] (UniProt: Q7Z3B1), cleaved GPI-NRN1 [extracellular region] (UniProt: Q9NPD7), cleaved GPI-NRN1L [extracellular region] (UniProt: Q496H8), cleaved GPI-NTM [extracellular region] (UniProt: Q9P121), cleaved GPI-NTNG1 [extracellular region] (UniProt: Q9Y2I2), cleaved GPI-NTNG2 [extracellular region] (UniProt: Q96CW9), cleaved GPI-OPCML [extracellular region] (UniProt: Q14982), cleaved GPI-OTOA [extracellular region] (UniProt: Q7RTW8), cleaved GPI-PLET1 [extracellular region] (UniProt: Q6UQ28), cleaved GPI-PRND [extracellular region] (UniProt: Q9UKY0), cleaved GPI-PRSS21 [extracellular region] (UniProt: Q9Y6M0), cleaved GPI-PRSS41 [extracellular region] (UniProt: Q7RTY9), cleaved GPI-PSCA [extracellular region] (UniProt: O43653), cleaved GPI-RAET1G [extracellular region] (UniProt: Q6H3X3), cleaved GPI-RAET1L [extracellular region] (UniProt: Q5VY80), cleaved GPI-RECK [extracellular region] (UniProt: O95980), cleaved GPI-RTN4RL1 [extracellular region] (UniProt: Q86UN2), cleaved GPI-RTN4RL2 [extracellular region] (UniProt: Q86UN3), cleaved GPI-SPACA4 [extracellular region] (UniProt: Q8TDM5), cleaved GPI-SPRN [extracellular region] (UniProt: Q5BIV9), cleaved GPI-TECTA [extracellular region] (UniProt: O75443), cleaved GPI-TECTB [extracellular region] (UniProt: Q96PL2), cleaved GPI-TEX101 [extracellular region] (UniProt: Q9BY14), cleaved GPI-THY1 [extracellular region] (UniProt: P04216), cleaved GPI-ULBP2 [extracellular region] (UniProt: Q9BZM5), cleaved GPI-VNN1 [extracellular region] (UniProt: O95497), cleaved GPI-VNN2 [extracellular region] (UniProt: O95498), cleaved GPI-ALPI [extracellular region] (UniProt: P09923), cleaved GPI-ALPL [extracellular region] (UniProt: P05186), cleaved GPI-ALPPL2 [extracellular region] (UniProt: P10696), cleaved GPI-BST1 [extracellular region] (UniProt: Q10588), cleaved GPI-CEACAM5 [extracellular region] (UniProt: P06731), cleaved GPI-LY6G6D [extracellular region] (UniProt: O95868), cleaved GPI-XPNPEP2 [extracellular region] (UniProt: O43895)), PI [extracellular region] (ChEBI: 57880)",
R-HSA-8955030,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: NADK2 dimer [mitochondrial matrix] (complex of NADK2 [mitochondrial matrix] (UniProt: Q4G0N4))
Reactants: NAD+ [mitochondrial matrix] (ChEBI: 57540), ATP [mitochondrial matrix] (ChEBI: 30616)
Products: ","NADP+ [mitochondrial matrix] (ChEBI: 58349), ADP [mitochondrial matrix] (ChEBI: 456216), H+ [mitochondrial matrix] (ChEBI: 15378)",
R-HSA-9007465,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: UXT gene [nucleoplasm] (ENSEMBL: ENSG00000126756)
Products: ",UXT [nucleoplasm] (UniProt: Q9UBK9),
R-HSA-9017507,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: RHOJ:GTP [plasma membrane] (complex of RHOJ [plasma membrane] (UniProt: Q9H4E5), GTP [cytosol] (ChEBI: 37565)), RHOJ effectors [cytosol]
Products: ","RHOJ:GTP:RHOJ effectors [plasma membrane] (complex of RHOJ [plasma membrane] (UniProt: Q9H4E5), GTP [cytosol] (ChEBI: 37565))",
R-HSA-917805,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: CYBRD1:Heme [plasma membrane] (complex of CYBRD1 [plasma membrane] (UniProt: Q53TN4), heme [plasma membrane] (ChEBI: 60344))
Reactants: Fe3+ [extracellular region] (ChEBI: 29034), e- [extracellular region] (ChEBI: 10545)
Products: ",Fe2+ [extracellular region] (ChEBI: 29033),
R-HSA-9614773,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: MBP gene [nucleoplasm] (ENSEMBL: ENSG00000105695)
Products: ",MBP [cytosol] (UniProt: P02686),
R-HSA-9640063,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: Ca2+ [nucleoplasm] (ChEBI: 29108), KCNIP3:Mg2+ homotetramer [nucleoplasm] (complex of KCNIP3 [nucleoplasm] (UniProt: Q9Y2W7), Mg2+ [nucleoplasm] (ChEBI: 18420))
Products: ","KCNIP3:Ca2+:Mg2+ homotetramer [nucleoplasm] (complex of KCNIP3 [nucleoplasm] (UniProt: Q9Y2W7), Ca2+ [nucleoplasm] (ChEBI: 29108), Mg2+ [nucleoplasm] (ChEBI: 18420)), Mg2+ [nucleoplasm] (ChEBI: 18420)",
R-HSA-9656893,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: 11cRAL [cytosol] (ChEBI: 16066), OPN1MW [photoreceptor disc membrane] (UniProt: P04001)
Products: ","11cRAL-OPN1MW [photoreceptor disc membrane] (UniProt: P04001), H2O [cytosol] (ChEBI: 15377)",
R-HSA-9663354,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: SLC26A5 tetramer (expanded):Cl-,HCO3- [plasma membrane] (complex of Cl- [cytosol] (ChEBI: 17996), HCO3- [cytosol] (ChEBI: 17544), SLC26A5 (expanded) [plasma membrane] (UniProt: P58743))
Products: ","SLC26A5 tetramer [plasma membrane] (complex of SLC26A5 [plasma membrane] (UniProt: P58743)), Cl-,HCO3- [cytosol] (complex of Cl- [cytosol] (ChEBI: 17996), HCO3- [cytosol] (ChEBI: 17544))",
R-HSA-9749583,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: SLC22A7 [plasma membrane] (UniProt: Q9Y694)
Reactants: ASA-, ST [extracellular region] (complex of ST [extracellular region] (ChEBI: 30762), ASA- [extracellular region] (ChEBI: 13719))
Products: ","ASA-, ST (hepatocyte) [cytosol] (complex of ST (hepatocyte) [cytosol] (ChEBI: 30762), ASA- (hepatocyte) [cytosol] (ChEBI: 13719))",
R-HSA-9753632,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: CNDP2:2Mn2+ dimer [cytosol] (complex of CNDP2 [cytosol] (UniProt: Q96KP4), Mn2+ [cytosol] (ChEBI: 29035))
Reactants: H2O [cytosol] (ChEBI: 15377), APAP-CysGly [cytosol] (ChEBI: 180460)
Products: ","Gly [cytosol] (ChEBI: 57305), APAP-Cys [cytosol] (ChEBI: 133067)",
R-HSA-9755035,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: SLC29A1 [plasma membrane] (UniProt: Q99808)
Reactants: RBV [cytosol]
Products: ",RBV [extracellular region],
R-HSA-9757686,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: SERPINA6 [extracellular region] (UniProt: P08185), PREDL [extracellular region]
Products: ",PREDL:SERPINA6 [extracellular region] (complex of SERPINA6 [extracellular region] (UniProt: P08185)),
R-HSA-9764811,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: DNTTIP1 [nucleoplasm] (UniProt: Q9H147), CDH1 gene [nucleoplasm] (ENSEMBL: ENSG00000039068)
Products: ","DNTTIP1:CDH1 gene [nucleoplasm] (complex of CDH1 gene [nucleoplasm] (ENSEMBL: ENSG00000039068), DNTTIP1 [nucleoplasm] (UniProt: Q9H147))",
R-HSA-9766062,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: PKM [nucleoplasm] (UniProt: P14618), TGIF2 [nucleoplasm] (UniProt: Q9GZN2), CDH1 gene [nucleoplasm] (ENSEMBL: ENSG00000039068)
Products: ","PKM:TGIF2:CDH1 gene [nucleoplasm] (complex of CDH1 gene [nucleoplasm] (ENSEMBL: ENSG00000039068), PKM [nucleoplasm] (UniProt: P14618), TGIF2 [nucleoplasm] (UniProt: Q9GZN2))",
R-HSA-9827864,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: CBFA2T2 gene [nucleoplasm] (ENSEMBL: ENSG00000078699)
Products: ",CBFA2T2 [nucleoplasm] (UniProt: O43439),
R-HSA-9836998,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: GRSF1:MT-ND6 mRNA, antisense MT-CYB, MT-ND4, MT-ND5 with quadruplex G [mitochondrial matrix] (complex of GRSF1 [mitochondrial matrix] (UniProt: Q12849))
Reactants: GRSF1:MT-ND6 mRNA, antisense MT-CYB, MT-ND4, MT-ND5 with quadruplex G [mitochondrial matrix] (complex of GRSF1 [mitochondrial matrix] (UniProt: Q12849))
Products: ","GRSF1 [mitochondrial matrix] (UniProt: Q12849), MT-ND6 mRNA, antisense MT-CYB, MT-ND4, MT-ND5 RNA [mitochondrial matrix]",
R-HSA-9858651,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: CDKN2A gene [nucleoplasm] (ENSEMBL: ENSG00000147889)
Products: ",p16INK4A [cytosol] (UniProt: P42771),
R-HSA-9911511,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: Qnr [cytosol] (UniProt: Q83U40), gyrase [cytosol] (complex of GyrA [cytosol] (UniProt: P0AES4), GyrB [cytosol] (UniProt: P0AES6))
Products: ","Qnr:gyrase [cytosol] (complex of GyrA [cytosol] (UniProt: P0AES4), GyrB [cytosol] (UniProt: P0AES6), Qnr [cytosol] (UniProt: Q83U40))",
R-HSA-9935469,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: FUT11 [endoplasmic reticulum membrane] (UniProt: Q495W5)
Reactants: GDP-Fuc [endoplasmic reticulum lumen] (ChEBI: 57273), EMI proteins [endoplasmic reticulum lumen] (complex of EMID1 [endoplasmic reticulum lumen] (UniProt: Q96A84), MMRN1(20-1228) [endoplasmic reticulum lumen] (UniProt: Q13201), MMRN2 [endoplasmic reticulum lumen] (UniProt: Q9H8L6))
Products: ","GDP [endoplasmic reticulum lumen] (ChEBI: 17552), H+ [endoplasmic reticulum lumen] (ChEBI: 15378), Fuc-EMI proteins [endoplasmic reticulum lumen] (complex of FucT-EMID1 [endoplasmic reticulum lumen] (UniProt: Q96A84), FucT-MMRN1(20-1228) [endoplasmic reticulum lumen] (UniProt: Q13201), FucT,FucS-MMRN2 [endoplasmic reticulum lumen] (UniProt: Q9H8L6))",
R-HSA-1222412,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: LpdC dimer [cytosol] (complex of LpdC [cytosol] (UniProt: P9WHH9), FAD [cytosol] (ChEBI: 57692))
Reactants: H+ [cytosol] (ChEBI: 15378), NADH [cytosol] (ChEBI: 57945), DlaT(ox.) [cytosol] (UniProt: P9WIS7)
Products: ","NAD+ [cytosol] (ChEBI: 57540), DlaT [cytosol] (UniProt: P9WIS7)",
R-HSA-1237119,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: ARD:Fe++ [cytosol] (complex of ADI1 [cytosol] (UniProt: Q9BV57), Fe2+ [cytosol] (ChEBI: 29033))
Reactants: Acireductone [cytosol] (ChEBI: 49252), O2 [cytosol] (ChEBI: 15379)
Products: ","4MTOBUTA [cytosol] (ChEBI: 16723), HCOOH [cytosol] (ChEBI: 15740), H+ [cytosol] (ChEBI: 15378)",
R-HSA-1297333,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: ACR(43-343) [extracellular region] (UniProt: P10323)
Products: ",Acrosin Heavy:light chain [extracellular region] (complex of ACR(43-343) [extracellular region] (UniProt: P10323)),
R-HSA-1368081,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: SREBF1 gene [nucleoplasm] (ENSEMBL: ENSG00000072310)
Products: ",SREBF1(1-1147) [endoplasmic reticulum membrane] (UniProt: P36956),
R-HSA-1483089,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: PTDSS2 [endoplasmic reticulum membrane] (UniProt: Q9BVG9)
Reactants: PE [endoplasmic reticulum membrane] (ChEBI: 57613), L-Ser [cytosol] (ChEBI: 33384)
Products: ","PS [endoplasmic reticulum membrane] (ChEBI: 11750), ETA [cytosol] (ChEBI: 57603)",
R-HSA-159443,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: xenobiotic/medium-chain fatty acid:CoA ligases [mitochondrial matrix] (complex of ACSM2B [mitochondrial matrix] (UniProt: Q68CK6), ACSM1 [mitochondrial matrix] (UniProt: Q08AH1))
Reactants: BENZA [mitochondrial matrix] (ChEBI: 30746), ATP [mitochondrial matrix] (ChEBI: 30616), CoA-SH [mitochondrial matrix] (ChEBI: 57287)
Products: ","BEZ-CoA [mitochondrial matrix] (ChEBI: 57369), AMP [mitochondrial matrix] (ChEBI: 456215), PPi [mitochondrial matrix] (ChEBI: 33019)",
R-HSA-1605768,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: NEU3 [plasma membrane] (UniProt: Q9UQ49)
Reactants: GM3 [plasma membrane] (ChEBI: 60065), H2O [cytosol] (ChEBI: 15377)
Products: ","Neu5Ac [cytosol] (ChEBI: 35418), LacCer [plasma membrane] (ChEBI: 195546)",
R-HSA-1614618,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: TST [mitochondrial matrix] (UniProt: Q16762)
Reactants: CysS-SQRDL(1-450) [mitochondrial inner membrane] (UniProt: Q9Y6N5), sulfite(2-) [mitochondrial matrix] (ChEBI: 17359)
Products: ","SQRDL(1-450) [mitochondrial inner membrane] (UniProt: Q9Y6N5), S2O3(2-) [mitochondrial matrix] (ChEBI: 33542)",
R-HSA-1655833,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: TM7SF2 gene [nucleoplasm] (ENSEMBL: ENSG00000149809)
Products: ",TM7SF2 [endoplasmic reticulum membrane] (UniProt: O76062),
R-HSA-1676124,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: SACM1L [endoplasmic reticulum membrane] (UniProt: Q9NTJ5)
Reactants: PI4P [endoplasmic reticulum membrane] (ChEBI: 17526), H2O [cytosol] (ChEBI: 15377)
Products: ","PI [endoplasmic reticulum membrane] (ChEBI: 57880), Pi [cytosol] (ChEBI: 43474)",
R-HSA-1791118,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: ASNS gene [nucleoplasm] (ENSEMBL: ENSG00000070669)
Products: ",ASNS [cytosol] (UniProt: P08243),
R-HSA-196964,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: RFK:Mg2+ [cytosol] (complex of RFK [cytosol] (UniProt: Q969G6), Mg2+ [cytosol] (ChEBI: 18420))
Reactants: RIB [cytosol] (ChEBI: 57986), ATP [cytosol] (ChEBI: 30616)
Products: ","FMN [cytosol] (ChEBI: 58210), ADP [cytosol] (ChEBI: 456216), H+ [cytosol] (ChEBI: 15378)",
R-HSA-198983,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: NKG2D ligand [plasma membrane] (complex of ULBP3 [plasma membrane] (UniProt: Q9BZM4), MICB [plasma membrane] (UniProt: Q29980), ULBP1 [plasma membrane] (UniProt: Q9BZM6), RAET1E [plasma membrane] (UniProt: Q8TD07), MICA [plasma membrane] (UniProt: Q29983)), NKG2D complexed with DAP10 [plasma membrane] (complex of KLRK1 [plasma membrane] (UniProt: P26718), HCST [plasma membrane] (UniProt: Q9UBK5))
Products: ","Ligand interacting with NKG2D [plasma membrane] (complex of ULBP3 [plasma membrane] (UniProt: Q9BZM4), MICB [plasma membrane] (UniProt: Q29980), ULBP1 [plasma membrane] (UniProt: Q9BZM6), RAET1E [plasma membrane] (UniProt: Q8TD07), MICA [plasma membrane] (UniProt: Q29983), KLRK1 [plasma membrane] (UniProt: P26718), HCST [plasma membrane] (UniProt: Q9UBK5))",
R-HSA-200512,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: 6xNMNAT1:6xZn2+ [nucleoplasm] (complex of NMNAT1 [nucleoplasm] (UniProt: Q9HAN9), Zn2+ [nucleoplasm] (ChEBI: 29105))
Reactants: NAMN [nucleoplasm] (ChEBI: 57502), ATP [nucleoplasm] (ChEBI: 30616), H+ [nucleoplasm] (ChEBI: 15378)
Products: ","NAAD [nucleoplasm] (ChEBI: 58437), PPi [nucleoplasm] (ChEBI: 33019)",
R-HSA-209765,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: CYP24A1 [mitochondrial inner membrane] (UniProt: Q07973)
Reactants: 1,25(OH)2D [cytosol] (ChEBI: 17823), NADPH [cytosol] (ChEBI: 57783), H+ [cytosol] (ChEBI: 15378), O2 [cytosol] (ChEBI: 15379)
Products: ","CTA [cytosol] (ChEBI: 47828), NADP+ [cytosol] (ChEBI: 58349), H2O [cytosol] (ChEBI: 15377)",
R-HSA-210836,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: NEUROG3 gene [nucleoplasm] (ENSEMBL: ENSG00000122859)
Products: ",NEUROG3 [nucleoplasm] (UniProt: Q9Y4Z2),
R-HSA-211467,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: HNF4G gene [nucleoplasm] (ENSEMBL: ENSG00000164749)
Products: ",HNF4G [nucleoplasm] (UniProt: Q14541),
